productID,product_name,brandID,original_price,discount,price,discount_percent,rating,review_count,quantity_sold,shopID,dateID
172589109,Điện thoại Xiaomi Redmi 10C (4GB/128GB) - Hàng chính hãng,25422,3649000,550000,3099000,15,5,4,19,179232,1549
172826900,Điện thoại Samsung Galaxy A13 (4GB/128GB) - Hàng chính hãng,18802,4190000,0,4190000,0,0,0,0,11119,1549
172828967,Điện thoại Samsung Galaxy A23 (4GB/128GB) - Hàng chính hãng,18802,5690000,0,5690000,0,0,0,26,162514,1549
172949839,Điện thoại Samsung Galaxy A53 5G (8GB/128GB) - Hàng chính hãng,18802,8668000,871000,7797000,10,0,0,0,11119,1550
173205160,Điện thoại OPPO Reno7 Z 5G - HÀNG CHÍNH HÃNG,25643,7668000,0,7668000,0,0,0,0,11119,1552
173390458,Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,18802,15000000,5651000,9349000,38,0,0,0,11119,1552
173461557,Điện Thoại Oppo A16k (3GB/32G) - Đã Kích Hoạt - Hàng Chính Hãng,25643,3012000,0,3012000,0,0,0,0,11119,1555
173711552,Điện Thoại Oppo A16 3GB/32GB - Đã Kích Hoạt - Hàng Chính Hãng - Đen Mạnh Mẽ,25643,3192000,0,3192000,0,0,0,0,11119,1555
173712024,Điện Thoại Oppo A16k (3GB/32G) - Đã Kích Hoạt - Hàng Chính Hãng - Đen Bí Ẩn,25643,3012000,0,3012000,0,0,0,0,11119,1555
173764269,Điện thoại Samsung Galaxy A13 (4GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,18802,3985000,0,3985000,0,5,1,2,77917,1555
173764601,Điện thoại Samsung Galaxy A23 (4GB/128GB) - Hàng chính hãng - Đã kích hoạt bảo hành điện tử,18802,5690000,1400000,4290000,25,5,33,131,20704,1556
